"","wt_nt.1","wt_nt.2","wt_cpr.1","wt_cpr.2","fur_nt.1","fur_nt.2","fur_cpr.1","fur_cpr.2"
"1765695_s_at",10.8848747257281,10.6152349085837,12.2692262606491,12.4417626827372,11.0527312246362,10.9057607003972,12.3987531007557,12.5351016469975
"1765696_s_at",9.8042035283765,10.2548750653057,10.8453214879958,10.782240298089,9.97680701489293,10.0108626655772,10.1846857973512,10.4218645637991
"1765697_s_at",12.6285410918841,12.331935948587,13.2923282864668,13.1353552683801,12.673612044166,12.6802706691139,13.0103318467124,13.1395708369672
"1765698_s_at",10.6103479900311,11.1752610548381,10.4944647230881,10.4510501836136,11.0724655153928,11.1873744589918,9.85832530669073,10.3329331480435
"1765699_s_at",6.39040455186269,6.10715709179269,5.80855179167243,6.01781685066046,6.21122620247649,6.1772761128059,8.70536538381083,6.5876819308062
"1765700_at",5.11131677665736,5.28199182947737,5.40382208610771,6.05000512525495,5.07648102287049,5.1325232656788,6.36099574471394,5.22893399235263
"1765701_s_at",12.3733129485299,12.5083457178625,12.8325189801142,12.814195676482,12.8268209283512,12.3263934968316,12.7269346565316,12.7900976009551
"1765702_s_at",10.1362020784828,10.2569510279293,9.90515810730228,9.90150618891292,10.2938990784967,10.2660290944076,9.87858062292374,9.67595152321573
"1765703_at",10.9067140646775,11.2633361632822,10.6228913485341,10.7339659631556,10.9752188014868,11.0606189538022,10.3773588808801,10.5408238252641
"1765704_s_at",12.1625909255935,11.4876686606147,11.6696587967839,11.7580823763513,12.7003577570408,12.4417648204909,11.4859024708881,11.5460289759489
"1765705_s_at",9.75595183117898,10.0638345349769,9.34322626234438,9.13703422391167,10.1063952719018,10.0942379607029,8.3804475408027,9.48047473724533
"1765706_at",5.853149934932,5.92722885793305,5.50320637282972,6.01595039418328,5.97434305006494,5.69485566279031,7.14389777727155,6.011080533996
"1765707_s_at",10.2572368185893,10.171172888759,10.3028217027363,10.2522182175787,10.3863024887282,10.4919971479839,9.65888179429654,10.0815052304445
"1765708_s_at",11.5920662430856,11.257193057357,11.0594207721348,11.2252206783957,12.688749544178,11.9525094558537,11.698222598521,11.7130990488832
"1765710_at",5.36633148159613,5.3166832866817,5.26068236080851,5.59291269473374,5.30664040250961,5.18995103597196,5.65861722072537,5.80942014541701
"1765711_s_at",5.16785652465836,5.06691770913932,5.19451360978813,5.62761326976902,5.13843447630458,4.79379396450302,5.73712788395147,5.21714869286525
"1765712_s_at",10.9422104787313,10.7609467398489,11.3423019344207,11.2898222625491,10.8751780204947,10.679506006592,11.039431025001,11.215682767755
"1765713_at",3.79886376875279,3.65159833401429,3.91215568961546,4.1939375092889,3.86704198506924,3.59724378185938,3.768650232704,4.27760786844261
"1765714_at",4.36473212873025,4.45664380047339,4.50803807732449,4.53340785171715,4.26667368622881,4.52309297986318,4.4490699902237,4.31036040544136
"1765715_x_at",11.7276233438378,11.9767384220829,11.3222538214255,11.3390701830515,11.9609552545039,12.0149261756586,11.3801423789909,11.3785641172494
"1765716_s_at",10.6955398535275,10.8428361338675,9.88618277150175,9.70401546300998,10.8770432073078,10.8862603139833,8.63516126634208,9.60467214225921
"1765717_s_at",10.7883833808866,10.8824018485075,10.4039638161631,10.3760804454172,10.5423903893951,10.9105427737594,10.3089151554455,10.3603471665539
"1765718_s_at",10.6664630720255,10.6480209857963,10.1532313808818,10.2203745498636,10.6274094315903,10.8116455083782,10.4863120267455,10.1204676635454
"1765719_s_at",4.46614093799788,4.56965812932857,5.18522932214763,5.57129236426145,4.26861233968665,4.61043694441283,4.8508981688156,5.15410916195156
"1765720_at",5.06209869643742,4.26904872317517,4.73900858812659,5.33092673433977,4.70472071816366,4.39899663241086,5.07086003475213,4.90422325290316
"1765721_s_at",5.45425804547782,5.15519196838805,5.56081270200491,5.120277870012,5.19224685892717,4.81292840119786,6.69411636347612,5.43248145464692
"1765722_s_at",9.8071667106537,10.2419714343362,9.10790614248521,8.6982597273418,10.2218592604655,10.3044903659178,7.1563389662903,8.93490463227578
"1765723_s_at",5.95702991509319,5.89734713124326,6.34542157014638,6.50884761820797,5.52351467712988,5.53918333052154,7.74947753663823,6.16484412316089
"1765724_s_at",10.5858085606659,10.5100426850333,9.77110825660217,9.60486599666278,10.4863557048364,10.6849084602149,9.91659331543666,9.37828248853639
"1765725_s_at",2.49841434886827,2.34913735228322,2.64857589346556,2.711132598905,2.22622814965198,2.3671061099208,2.711132598905,2.67021314427998
"1765726_s_at",9.41584942337612,9.81318874586205,9.50184774832846,9.11035138150118,9.35148451003483,9.71718031215506,7.37658387962015,8.9611129435174
"1765727_s_at",8.52716795264242,8.82176402183171,8.45325322735605,8.23815367447613,8.75612887463529,8.72801901450896,6.52120972206457,8.34802459486446
"1765728_s_at",10.1559062423887,10.4752204621644,10.6002838277322,10.4108540917236,10.2238770104603,10.3585429940739,10.3866110752089,10.3695576940114
"1765729_s_at",10.4839391248043,10.7758566742664,10.1679923458248,9.97970786995866,10.9845745295261,10.7015434344136,9.74258980621156,10.0218972177074
"1765731_s_at",9.56376827513822,9.23315082256541,8.56989820375201,7.9470413476282,9.44317215761951,9.33602645068683,6.39201391639327,8.01622221784012
"1765732_s_at",10.1907501782824,10.2030382320602,11.5395814142645,11.4495339709994,9.8307382396669,10.1076968232507,10.7941081477951,11.1392427023741
"1765733_at",6.04159077770869,6.02579730898035,5.58864302226918,5.64148159353007,5.69814879640542,5.6116220121753,5.97465317002438,5.81039980326711
"1765734_s_at",8.94287183899479,8.91353860802314,9.50976305128569,9.4171242844728,8.71230129652249,9.20119735054143,9.51889284937043,9.46600892937109
"1765735_s_at",5.1650943138041,5.15944649208046,5.34825932507418,5.64590179809685,4.88795106973432,5.26693944496582,6.23450911475153,5.39641769653479
"1765736_s_at",10.6719044743954,10.6831597896278,11.2157507408428,11.1655675195174,10.7566418016666,10.9781284945331,10.9598733254811,11.1178602296165
"1765737_at",2.26799614268788,2.64946457295102,2.35806895529369,2.52538603535616,2.53299725995338,2.46124393931815,2.78513268318096,2.16793024175827
